log_size,precomp,c,msm_time(ms)
16.0,14.0,22.0,16.493
16.0,14.0,23.0,180.368
16.0,15.0,9.0,26.747
16.0,15.0,10.0,57.601
16.0,15.0,11.0,8.614
16.0,15.0,12.0,7.756
16.0,15.0,13.0,9.674
16.0,15.0,14.0,6.302
16.0,15.0,15.0,3.084
16.0,15.0,16.0,3.245
16.0,15.0,17.0,2.91
16.0,15.0,18.0,163.971
16.0,15.0,19.0,10.563
16.0,15.0,20.0,5.066
16.0,15.0,21.0,167.178
16.0,15.0,22.0,14.754
16.0,15.0,23.0,179.905
16.0,16.0,9.0,27.489
16.0,16.0,10.0,58.637
16.0,16.0,11.0,8.756
16.0,16.0,12.0,7.398
16.0,16.0,13.0,9.854
16.0,16.0,14.0,6.622
16.0,16.0,15.0,3.106
16.0,16.0,16.0,2.899
16.0,16.0,17.0,3.083
16.0,16.0,18.0,162.609
16.0,16.0,19.0,10.434
16.0,16.0,20.0,6.736
16.0,16.0,21.0,166.196
16.0,16.0,22.0,21.398
16.0,16.0,23.0,179.829
16.0,17.0,9.0,28.527
16.0,17.0,10.0,58.046
16.0,17.0,11.0,9.589
16.0,17.0,12.0,7.779
16.0,17.0,13.0,9.932
16.0,17.0,14.0,7.006
16.0,17.0,15.0,2.954
16.0,17.0,16.0,2.939
16.0,17.0,17.0,3.088
16.0,17.0,18.0,161.749
16.0,17.0,19.0,11.935
16.0,17.0,20.0,4.479
16.0,17.0,21.0,166.305
16.0,17.0,22.0,13.641
16.0,17.0,23.0,179.995
16.0,18.0,9.0,179.389
16.0,18.0,10.0,63.331
16.0,18.0,11.0,9.42
16.0,18.0,12.0,7.617
16.0,18.0,13.0,9.885
16.0,18.0,14.0,7.684
16.0,18.0,15.0,2.884
16.0,18.0,16.0,3.305
16.0,18.0,17.0,3.084
16.0,18.0,18.0,162.381
16.0,18.0,19.0,10.542
16.0,18.0,20.0,4.59
16.0,18.0,21.0,165.975
16.0,18.0,22.0,13.428
16.0,18.0,23.0,179.935
16.0,19.0,9.0,179.344
16.0,19.0,10.0,57.045
16.0,19.0,11.0,10.079
16.0,19.0,12.0,7.767
16.0,19.0,13.0,9.952
16.0,19.0,14.0,9.345
16.0,19.0,15.0,2.875
16.0,19.0,16.0,3.225
16.0,19.0,17.0,2.934
16.0,19.0,18.0,163.108
16.0,19.0,19.0,10.757
16.0,19.0,20.0,4.511
16.0,19.0,21.0,167.695
16.0,19.0,22.0,18.833
16.0,19.0,23.0,180.049
16.0,20.0,9.0,179.937
16.0,20.0,10.0,57.045
16.0,20.0,11.0,9.78
16.0,20.0,12.0,7.505
16.0,20.0,13.0,10.65
16.0,20.0,14.0,6.699
16.0,20.0,15.0,2.872
16.0,20.0,16.0,2.963
16.0,20.0,17.0,3.073
16.0,20.0,18.0,163.37
16.0,20.0,19.0,10.823
16.0,20.0,20.0,4.938
16.0,20.0,21.0,165.649
16.0,20.0,22.0,13.018
16.0,20.0,23.0,180.457
16.0,21.0,9.0,180.163
16.0,21.0,10.0,57.499
16.0,21.0,11.0,10.498
16.0,21.0,12.0,8.868
16.0,21.0,13.0,10.569
16.0,21.0,14.0,6.752
16.0,21.0,15.0,2.859
16.0,21.0,16.0,2.814
16.0,21.0,17.0,3.16
16.0,21.0,18.0,163.553
16.0,21.0,19.0,10.549
16.0,21.0,20.0,4.879
16.0,21.0,21.0,166.6
16.0,21.0,22.0,13.613
16.0,21.0,23.0,180.673
16.0,22.0,9.0,179.827
16.0,22.0,10.0,57.214
16.0,22.0,11.0,10.027
16.0,22.0,12.0,10.796
16.0,22.0,13.0,10.411
16.0,22.0,14.0,7.303
16.0,22.0,15.0,2.85
16.0,22.0,16.0,2.858
16.0,22.0,17.0,3.068
16.0,22.0,18.0,161.548
16.0,22.0,19.0,10.129
16.0,22.0,20.0,4.825
16.0,22.0,21.0,165.425
16.0,22.0,22.0,13.82
16.0,22.0,23.0,181.328
16.0,23.0,9.0,179.551
16.0,23.0,10.0,57.703
16.0,23.0,11.0,10.712
16.0,23.0,12.0,10.699
16.0,23.0,13.0,10.435
16.0,23.0,14.0,6.586
16.0,23.0,15.0,2.899
16.0,23.0,16.0,3.257
16.0,23.0,17.0,5.749
16.0,23.0,18.0,164.867
16.0,23.0,19.0,10.011
16.0,23.0,20.0,4.845
16.0,23.0,21.0,166.58
16.0,23.0,22.0,17.81
16.0,23.0,23.0,181.858
16.0,24.0,9.0,180.227
16.0,24.0,10.0,57.991
16.0,24.0,11.0,12.083
16.0,24.0,12.0,10.989
16.0,24.0,13.0,10.488
16.0,24.0,14.0,7.177
16.0,24.0,15.0,3.159
16.0,24.0,16.0,2.841
16.0,24.0,17.0,3.142
16.0,24.0,18.0,162.98
16.0,24.0,19.0,10.844
16.0,24.0,20.0,5.276
16.0,24.0,21.0,166.298
16.0,24.0,22.0,13.798
16.0,24.0,23.0,181.759
17.0,7.0,9.0,34.849
17.0,7.0,10.0,18.54
17.0,7.0,11.0,10.957
17.0,7.0,12.0,13.633
17.0,7.0,13.0,6.0
17.0,7.0,14.0,7.128
17.0,7.0,15.0,5.349
17.0,7.0,16.0,5.79
17.0,7.0,17.0,6.766
17.0,7.0,18.0,326.754
17.0,7.0,19.0,19.168
17.0,7.0,20.0,11.518
17.0,7.0,21.0,330.924
17.0,7.0,22.0,26.333
17.0,7.0,23.0,366.746
17.0,8.0,9.0,29.952
17.0,8.0,10.0,19.211
17.0,8.0,11.0,11.928
17.0,8.0,12.0,14.248
17.0,8.0,13.0,11.923
17.0,8.0,14.0,5.214
17.0,8.0,15.0,6.231
17.0,8.0,16.0,5.26
17.0,8.0,17.0,5.294
17.0,8.0,18.0,325.327
17.0,8.0,19.0,28.593
17.0,8.0,20.0,13.571
17.0,8.0,21.0,331.078
17.0,8.0,22.0,26.003
17.0,8.0,23.0,362.41
17.0,9.0,9.0,30.555
17.0,9.0,10.0,115.9
17.0,9.0,11.0,12.374
17.0,9.0,12.0,16.217
17.0,9.0,13.0,15.472
17.0,9.0,14.0,5.423
17.0,9.0,15.0,6.518
17.0,9.0,16.0,4.824
17.0,9.0,17.0,8.293
17.0,9.0,18.0,324.22
17.0,9.0,19.0,19.167
17.0,9.0,20.0,12.855
17.0,9.0,21.0,330.254
17.0,9.0,22.0,27.069
17.0,9.0,23.0,362.338
17.0,10.0,9.0,34.962
17.0,10.0,10.0,102.745
17.0,10.0,11.0,12.735
17.0,10.0,12.0,13.216
17.0,10.0,13.0,15.47
17.0,10.0,14.0,5.74
17.0,10.0,15.0,6.014
17.0,10.0,16.0,5.168
17.0,10.0,17.0,5.829
17.0,10.0,18.0,323.755
17.0,10.0,19.0,21.14
17.0,10.0,20.0,9.678
17.0,10.0,21.0,333.362
17.0,10.0,22.0,32.787
17.0,10.0,23.0,361.116
17.0,11.0,9.0,39.33
17.0,11.0,10.0,129.661
17.0,11.0,11.0,12.939
17.0,11.0,12.0,14.254
17.0,11.0,13.0,18.223
17.0,11.0,14.0,7.649
17.0,11.0,15.0,7.338
17.0,11.0,16.0,5.383
17.0,11.0,17.0,5.491
17.0,11.0,18.0,327.117
17.0,11.0,19.0,19.491
17.0,11.0,20.0,11.662
17.0,11.0,21.0,332.231
17.0,11.0,22.0,27.563
17.0,11.0,23.0,366.627
17.0,12.0,9.0,40.585
17.0,12.0,10.0,110.606
17.0,12.0,11.0,14.41
17.0,12.0,12.0,17.37
17.0,12.0,13.0,18.702
17.0,12.0,14.0,5.307
17.0,12.0,15.0,4.887
17.0,12.0,16.0,5.978
17.0,12.0,17.0,10.246
17.0,12.0,18.0,324.989
17.0,12.0,19.0,19.522
17.0,12.0,20.0,9.409
17.0,12.0,21.0,332.205
17.0,12.0,22.0,13.534
17.0,12.0,23.0,350.426
17.0,13.0,9.0,42.838
17.0,13.0,10.0,115.886
17.0,13.0,11.0,15.695
17.0,13.0,12.0,13.685
17.0,13.0,13.0,18.521
17.0,13.0,14.0,5.438
17.0,13.0,15.0,4.919
17.0,13.0,16.0,6.798
17.0,13.0,17.0,5.375
17.0,13.0,18.0,323.219
17.0,13.0,19.0,19.983
17.0,13.0,20.0,6.579
17.0,13.0,21.0,327.322
17.0,13.0,22.0,17.021
17.0,13.0,23.0,348.921
17.0,14.0,9.0,45.273
17.0,14.0,10.0,117.272
17.0,14.0,11.0,14.855
17.0,14.0,12.0,13.693
17.0,14.0,13.0,21.252
17.0,14.0,14.0,14.531
17.0,14.0,15.0,4.877
17.0,14.0,16.0,4.823
17.0,14.0,17.0,5.288
17.0,14.0,18.0,326.032
17.0,14.0,19.0,18.421
17.0,14.0,20.0,6.369
17.0,14.0,21.0,327.431
17.0,14.0,22.0,16.304
17.0,14.0,23.0,344.451
17.0,15.0,9.0,51.695
17.0,15.0,10.0,116.463
17.0,15.0,11.0,15.565
17.0,15.0,12.0,16.61
17.0,15.0,13.0,21.413
17.0,15.0,14.0,11.154
17.0,15.0,15.0,4.89
17.0,15.0,16.0,4.894
17.0,15.0,17.0,4.599
17.0,15.0,18.0,324.087
17.0,15.0,19.0,17.981
17.0,15.0,20.0,7.085
17.0,15.0,21.0,327.691
17.0,15.0,22.0,14.875
17.0,15.0,23.0,342.085
17.0,16.0,9.0,62.093
17.0,16.0,10.0,117.089
17.0,16.0,11.0,15.967
17.0,16.0,12.0,14.151
17.0,16.0,13.0,18.495
17.0,16.0,14.0,11.108
17.0,16.0,15.0,4.836
17.0,16.0,16.0,4.575
17.0,16.0,17.0,4.607
17.0,16.0,18.0,323.908
17.0,16.0,19.0,18.349
17.0,16.0,20.0,7.352
17.0,16.0,21.0,325.786
17.0,16.0,22.0,14.758
17.0,16.0,23.0,343.051
17.0,17.0,9.0,58.426
17.0,17.0,10.0,116.989
17.0,17.0,11.0,16.174
17.0,17.0,12.0,14.12
17.0,17.0,13.0,20.546
17.0,17.0,14.0,12.443
17.0,17.0,15.0,5.716
17.0,17.0,16.0,4.776
17.0,17.0,17.0,4.575
17.0,17.0,18.0,323.616
17.0,17.0,19.0,16.879
17.0,17.0,20.0,6.271
17.0,17.0,21.0,326.343
17.0,17.0,22.0,15.939
17.0,17.0,23.0,344.792
17.0,18.0,9.0,358.306
17.0,18.0,10.0,134.765
17.0,18.0,11.0,18.677
17.0,18.0,12.0,13.151
17.0,18.0,13.0,18.414
17.0,18.0,14.0,12.897
17.0,18.0,15.0,4.562
17.0,18.0,16.0,4.678
17.0,18.0,17.0,4.936
17.0,18.0,18.0,321.456
17.0,18.0,19.0,18.084
17.0,18.0,20.0,6.505
17.0,18.0,21.0,328.271
17.0,18.0,22.0,13.993
17.0,18.0,23.0,342.235
17.0,19.0,9.0,357.217
17.0,19.0,10.0,116.039
17.0,19.0,11.0,18.143
17.0,19.0,12.0,13.879
17.0,19.0,13.0,20.825
17.0,19.0,14.0,12.454
17.0,19.0,15.0,5.053
17.0,19.0,16.0,5.427
17.0,19.0,17.0,4.872
17.0,19.0,18.0,322.764
17.0,19.0,19.0,18.804
17.0,19.0,20.0,7.459
17.0,19.0,21.0,326.839
17.0,19.0,22.0,23.044
17.0,19.0,23.0,343.49
17.0,20.0,9.0,357.396
17.0,20.0,10.0,115.693
17.0,20.0,11.0,20.71
17.0,20.0,12.0,14.088
17.0,20.0,13.0,20.039
17.0,20.0,14.0,12.579
17.0,20.0,15.0,5.113
17.0,20.0,16.0,4.924
17.0,20.0,17.0,4.554
17.0,20.0,18.0,325.651
17.0,20.0,19.0,18.873
17.0,20.0,20.0,6.443
17.0,20.0,21.0,326.874
17.0,20.0,22.0,16.708
17.0,20.0,23.0,344.193
17.0,21.0,9.0,358.828
17.0,21.0,10.0,115.874
17.0,21.0,11.0,17.65
17.0,21.0,12.0,16.391
17.0,21.0,13.0,22.013
17.0,21.0,14.0,12.653
17.0,21.0,15.0,4.668
17.0,21.0,16.0,4.975
17.0,21.0,17.0,5.556
17.0,21.0,18.0,324.661
17.0,21.0,19.0,18.771
17.0,21.0,20.0,8.301
17.0,21.0,21.0,326.1
17.0,21.0,22.0,17.07
17.0,21.0,23.0,344.479
17.0,22.0,9.0,358.526
17.0,22.0,10.0,115.039
17.0,22.0,11.0,19.271
17.0,22.0,12.0,23.533
17.0,22.0,13.0,19.897
17.0,22.0,14.0,14.873
17.0,22.0,15.0,4.58
17.0,22.0,16.0,4.134
17.0,22.0,17.0,4.591
17.0,22.0,18.0,322.625
17.0,22.0,19.0,18.995
17.0,22.0,20.0,6.089
17.0,22.0,21.0,327.77
17.0,22.0,22.0,20.319
17.0,22.0,23.0,342.478
17.0,23.0,9.0,356.973
17.0,23.0,10.0,115.864
17.0,23.0,11.0,21.068
17.0,23.0,12.0,20.69
17.0,23.0,13.0,20.368
17.0,23.0,14.0,12.677
17.0,23.0,15.0,4.708
17.0,23.0,16.0,4.479
17.0,23.0,17.0,5.726
17.0,23.0,18.0,324.572
17.0,23.0,19.0,18.458
17.0,23.0,20.0,6.961
17.0,23.0,21.0,327.31
17.0,23.0,22.0,14.194
17.0,23.0,23.0,343.993
17.0,24.0,9.0,358.16
17.0,24.0,10.0,116.361
17.0,24.0,11.0,23.526
17.0,24.0,12.0,25.456
17.0,24.0,13.0,20.465
17.0,24.0,14.0,12.276
17.0,24.0,15.0,4.9
17.0,24.0,16.0,4.525
17.0,24.0,17.0,4.325
17.0,24.0,18.0,323.04
17.0,24.0,19.0,18.974
17.0,24.0,20.0,6.723
17.0,24.0,21.0,326.826
17.0,24.0,22.0,16.089
17.0,24.0,23.0,345.183
18.0,7.0,9.0,52.256
18.0,7.0,10.0,35.869
18.0,7.0,11.0,18.666
18.0,7.0,12.0,25.676
18.0,7.0,13.0,24.094
18.0,7.0,14.0,8.587
18.0,7.0,15.0,8.972
18.0,7.0,16.0,10.479
18.0,7.0,17.0,9.711
18.0,7.0,18.0,14.532
18.0,7.0,19.0,35.999
18.0,7.0,20.0,18.935
18.0,7.0,21.0,650.359
18.0,7.0,22.0,29.23
18.0,7.0,23.0,691.843
18.0,8.0,9.0,71.013
18.0,8.0,10.0,36.082
18.0,8.0,11.0,20.937
18.0,8.0,12.0,26.973
18.0,8.0,13.0,21.987
18.0,8.0,14.0,9.238
18.0,8.0,15.0,8.958
18.0,8.0,16.0,8.687
18.0,8.0,17.0,9.905
18.0,8.0,18.0,9.961
18.0,8.0,19.0,35.361
18.0,8.0,20.0,13.646
18.0,8.0,21.0,653.586
18.0,8.0,22.0,30.633
18.0,8.0,23.0,688.229
18.0,9.0,9.0,63.216
18.0,9.0,10.0,192.55
18.0,9.0,11.0,21.856
18.0,9.0,12.0,25.958
18.0,9.0,13.0,28.577
18.0,9.0,14.0,10.149
18.0,9.0,15.0,9.502
18.0,9.0,16.0,8.906
18.0,9.0,17.0,8.664
18.0,9.0,18.0,9.475
18.0,9.0,19.0,35.091
18.0,9.0,20.0,12.136
18.0,9.0,21.0,653.064
18.0,9.0,22.0,29.174
18.0,9.0,23.0,690.66
18.0,10.0,9.0,75.631
18.0,10.0,10.0,204.607
18.0,10.0,11.0,26.364
18.0,10.0,12.0,25.778
18.0,10.0,13.0,28.733
18.0,10.0,14.0,9.081
18.0,10.0,15.0,9.417
18.0,10.0,16.0,7.94
18.0,10.0,17.0,8.68
18.0,10.0,18.0,9.938
18.0,10.0,19.0,39.987
18.0,10.0,20.0,14.425
18.0,10.0,21.0,656.174
18.0,10.0,22.0,30.062
18.0,10.0,23.0,688.314
18.0,11.0,9.0,77.525
18.0,11.0,10.0,219.964
18.0,11.0,11.0,24.301
18.0,11.0,12.0,34.113
18.0,11.0,13.0,35.454
18.0,11.0,14.0,9.784
18.0,11.0,15.0,8.223
18.0,11.0,16.0,8.705
18.0,11.0,17.0,10.924
18.0,11.0,18.0,9.617
18.0,11.0,19.0,36.466
18.0,11.0,20.0,13.877
18.0,11.0,21.0,654.801
18.0,11.0,22.0,32.858
18.0,11.0,23.0,690.248
18.0,12.0,9.0,80.122
18.0,12.0,10.0,220.226
18.0,12.0,11.0,24.744
18.0,12.0,12.0,28.229
18.0,12.0,13.0,43.654
18.0,12.0,14.0,8.82
18.0,12.0,15.0,8.995
18.0,12.0,16.0,8.6
18.0,12.0,17.0,10.798
18.0,12.0,18.0,11.035
18.0,12.0,19.0,35.82
18.0,12.0,20.0,15.762
18.0,12.0,21.0,652.62
18.0,12.0,22.0,25.228
18.0,12.0,23.0,679.415
18.0,13.0,9.0,86.784
18.0,13.0,10.0,227.212
18.0,13.0,11.0,27.527
18.0,13.0,12.0,27.632
18.0,13.0,13.0,36.904
18.0,13.0,14.0,13.731
18.0,13.0,15.0,8.967
18.0,13.0,16.0,9.305
18.0,13.0,17.0,8.845
18.0,13.0,18.0,10.061
18.0,13.0,19.0,35.966
18.0,13.0,20.0,10.18
18.0,13.0,21.0,646.48
18.0,13.0,22.0,22.241
18.0,13.0,23.0,675.314
18.0,14.0,9.0,87.053
18.0,14.0,10.0,233.949
18.0,14.0,11.0,29.425
18.0,14.0,12.0,28.658
18.0,14.0,13.0,35.161
18.0,14.0,14.0,21.044
18.0,14.0,15.0,9.709
18.0,14.0,16.0,8.644
18.0,14.0,17.0,8.696
18.0,14.0,18.0,9.861
18.0,14.0,19.0,34.363
18.0,14.0,20.0,10.117
18.0,14.0,21.0,655.218
18.0,14.0,22.0,16.291
18.0,14.0,23.0,668.675
18.0,15.0,9.0,102.383
18.0,15.0,10.0,232.077
18.0,15.0,11.0,28.382
18.0,15.0,12.0,28.602
18.0,15.0,13.0,35.457
18.0,15.0,14.0,21.852
18.0,15.0,15.0,8.912
18.0,15.0,16.0,10.22
18.0,15.0,17.0,8.667
18.0,15.0,18.0,8.136
18.0,15.0,19.0,35.627
18.0,15.0,20.0,10.249
18.0,15.0,21.0,649.574
18.0,15.0,22.0,17.517
18.0,15.0,23.0,672.461
18.0,16.0,9.0,117.854
18.0,16.0,10.0,229.792
18.0,16.0,11.0,28.719
18.0,16.0,12.0,28.563
18.0,16.0,13.0,35.038
18.0,16.0,14.0,21.6
18.0,16.0,15.0,9.826
18.0,16.0,16.0,14.737
18.0,16.0,17.0,9.342
18.0,16.0,18.0,8.289
18.0,16.0,19.0,40.382
18.0,16.0,20.0,12.409
18.0,16.0,21.0,656.284
18.0,16.0,22.0,16.925
18.0,16.0,23.0,672.514
18.0,17.0,9.0,113.534
18.0,17.0,10.0,236.141
18.0,17.0,11.0,29.938
18.0,17.0,12.0,27.149
18.0,17.0,13.0,35.514
18.0,17.0,14.0,24.175
18.0,17.0,15.0,8.928
18.0,17.0,16.0,8.428
18.0,17.0,17.0,11.22
18.0,17.0,18.0,10.45
18.0,17.0,19.0,33.874
18.0,17.0,20.0,10.699
18.0,17.0,21.0,646.174
18.0,17.0,22.0,18.455
18.0,17.0,23.0,669.626
18.0,18.0,9.0,721.927
18.0,18.0,10.0,241.119
18.0,18.0,11.0,30.611
18.0,18.0,12.0,26.477
18.0,18.0,13.0,35.568
18.0,18.0,14.0,23.728
18.0,18.0,15.0,8.405
18.0,18.0,16.0,8.778
18.0,18.0,17.0,8.408
18.0,18.0,18.0,9.047
18.0,18.0,19.0,34.635
18.0,18.0,20.0,12.571
18.0,18.0,21.0,648.701
18.0,18.0,22.0,19.78
18.0,18.0,23.0,669.19
18.0,19.0,9.0,715.921
18.0,19.0,10.0,236.187
18.0,19.0,11.0,35.699
18.0,19.0,12.0,27.498
18.0,19.0,13.0,35.085
18.0,19.0,14.0,24.207
18.0,19.0,15.0,8.982
18.0,19.0,16.0,8.476
18.0,19.0,17.0,10.653
18.0,19.0,18.0,9.72
18.0,19.0,19.0,34.702
18.0,19.0,20.0,10.339
18.0,19.0,21.0,647.466
18.0,19.0,22.0,17.819
18.0,19.0,23.0,677.874
18.0,20.0,9.0,716.114
18.0,20.0,10.0,236.503
18.0,20.0,11.0,35.12
18.0,20.0,12.0,27.786
18.0,20.0,13.0,38.435
18.0,20.0,14.0,27.397
18.0,20.0,15.0,9.054
18.0,20.0,16.0,8.461
18.0,20.0,17.0,10.213
18.0,20.0,18.0,9.136
18.0,20.0,19.0,34.416
18.0,20.0,20.0,11.9
18.0,20.0,21.0,648.054
18.0,20.0,22.0,20.039
18.0,20.0,23.0,668.725
18.0,21.0,9.0,715.225
18.0,21.0,10.0,236.458
18.0,21.0,11.0,36.263
18.0,21.0,12.0,34.213
18.0,21.0,13.0,38.838
18.0,21.0,14.0,28.258
18.0,21.0,15.0,9.657
18.0,21.0,16.0,8.633
18.0,21.0,17.0,8.329
18.0,21.0,18.0,9.285
18.0,21.0,19.0,36.437
18.0,21.0,20.0,9.986
18.0,21.0,21.0,649.134
18.0,21.0,22.0,19.022
18.0,21.0,23.0,672.019
18.0,22.0,9.0,717.646
18.0,22.0,10.0,230.427
18.0,22.0,11.0,35.789
18.0,22.0,12.0,38.978
18.0,22.0,13.0,38.264
18.0,22.0,14.0,24.294
18.0,22.0,15.0,8.893
18.0,22.0,16.0,8.572
18.0,22.0,17.0,14.423
18.0,22.0,18.0,8.242
18.0,22.0,19.0,34.505
18.0,22.0,20.0,15.396
18.0,22.0,21.0,648.389
18.0,22.0,22.0,17.422
18.0,22.0,23.0,674.05
18.0,23.0,9.0,717.88
18.0,23.0,10.0,237.4
18.0,23.0,11.0,36.528
18.0,23.0,12.0,42.396
18.0,23.0,13.0,38.607
18.0,23.0,14.0,23.091
18.0,23.0,15.0,8.601
18.0,23.0,16.0,8.859
18.0,23.0,17.0,8.861
18.0,23.0,18.0,9.295
18.0,23.0,19.0,34.034
18.0,23.0,20.0,15.376
18.0,23.0,21.0,650.106
18.0,23.0,22.0,20.357
18.0,23.0,23.0,673.333
18.0,24.0,9.0,715.613
18.0,24.0,10.0,231.362
18.0,24.0,11.0,47.024
18.0,24.0,12.0,39.62
18.0,24.0,13.0,37.881
18.0,24.0,14.0,23.848
18.0,24.0,15.0,10.529
18.0,24.0,16.0,11.487
18.0,24.0,17.0,8.435
18.0,24.0,18.0,9.271
18.0,24.0,19.0,33.979
18.0,24.0,20.0,10.652
18.0,24.0,21.0,647.905
18.0,24.0,22.0,18.567
18.0,24.0,23.0,676.274
19.0,7.0,9.0,105.173
19.0,7.0,10.0,83.489
19.0,7.0,11.0,38.049
19.0,7.0,12.0,49.281
19.0,7.0,13.0,44.998
19.0,7.0,14.0,17.089
19.0,7.0,15.0,17.009
19.0,7.0,16.0,21.862
19.0,7.0,17.0,15.553
19.0,7.0,18.0,17.834
19.0,7.0,19.0,23.875
19.0,7.0,20.0,20.403
19.0,7.0,21.0,1299.38
19.0,7.0,22.0,42.496
19.0,7.0,23.0,1345.611
19.0,8.0,9.0,125.567
19.0,8.0,10.0,71.308
19.0,8.0,11.0,43.089
19.0,8.0,12.0,61.995
19.0,8.0,13.0,44.552
19.0,8.0,14.0,16.85
19.0,8.0,15.0,16.182
19.0,8.0,16.0,16.329
19.0,8.0,17.0,15.532
19.0,8.0,18.0,17.104
19.0,8.0,19.0,21.42
19.0,8.0,20.0,22.956
19.0,8.0,21.0,1295.857
19.0,8.0,22.0,38.14
19.0,8.0,23.0,1345.214
19.0,9.0,9.0,116.665
19.0,9.0,10.0,384.693
19.0,9.0,11.0,50.261
19.0,9.0,12.0,52.352
19.0,9.0,13.0,62.401
19.0,9.0,14.0,16.81
19.0,9.0,15.0,16.42
19.0,9.0,16.0,16.054
19.0,9.0,17.0,15.188
19.0,9.0,18.0,21.863
19.0,9.0,19.0,19.697
19.0,9.0,20.0,19.396
19.0,9.0,21.0,1300.857
19.0,9.0,22.0,56.124
19.0,9.0,23.0,1341.294
19.0,10.0,9.0,161.605
19.0,10.0,10.0,411.706
19.0,10.0,11.0,45.008
19.0,10.0,12.0,54.101
19.0,10.0,13.0,57.483
19.0,10.0,14.0,20.001
19.0,10.0,15.0,16.114
19.0,10.0,16.0,15.834
19.0,10.0,17.0,28.891
19.0,10.0,18.0,22.903
19.0,10.0,19.0,18.231
19.0,10.0,20.0,20.341
19.0,10.0,21.0,1294.977
19.0,10.0,22.0,71.755
19.0,10.0,23.0,1352.678
19.0,11.0,9.0,155.877
19.0,11.0,10.0,441.005
19.0,11.0,11.0,49.315
19.0,11.0,12.0,54.163
19.0,11.0,13.0,68.493
19.0,11.0,14.0,21.589
19.0,11.0,15.0,19.358
19.0,11.0,16.0,25.316
19.0,11.0,17.0,15.356
19.0,11.0,18.0,18.792
19.0,11.0,19.0,18.444
19.0,11.0,20.0,20.891
19.0,11.0,21.0,1300.327
19.0,11.0,22.0,45.242
19.0,11.0,23.0,1345.696
19.0,12.0,9.0,161.932
19.0,12.0,10.0,442.884
19.0,12.0,11.0,60.343
19.0,12.0,12.0,52.071
19.0,12.0,13.0,68.807
19.0,12.0,14.0,17.1
19.0,12.0,15.0,16.246
19.0,12.0,16.0,16.173
19.0,12.0,17.0,17.319
19.0,12.0,18.0,15.558
19.0,12.0,19.0,29.026
19.0,12.0,20.0,19.659
19.0,12.0,21.0,1299.089
19.0,12.0,22.0,25.452
19.0,12.0,23.0,1328.99
19.0,13.0,9.0,165.546
19.0,13.0,10.0,465.352
19.0,13.0,11.0,55.14
19.0,13.0,12.0,55.209
19.0,13.0,13.0,83.235
19.0,13.0,14.0,16.785
19.0,13.0,15.0,15.845
19.0,13.0,16.0,15.39
19.0,13.0,17.0,16.871
19.0,13.0,18.0,17.071
19.0,13.0,19.0,18.489
19.0,13.0,20.0,17.883
19.0,13.0,21.0,1293.924
19.0,13.0,22.0,35.161
19.0,13.0,23.0,1328.427
19.0,14.0,9.0,175.875
19.0,14.0,10.0,460.57
19.0,14.0,11.0,57.787
19.0,14.0,12.0,52.005
19.0,14.0,13.0,75.386
19.0,14.0,14.0,41.849
19.0,14.0,15.0,16.695
19.0,14.0,16.0,15.784
19.0,14.0,17.0,18.042
19.0,14.0,18.0,15.583
19.0,14.0,19.0,16.815
19.0,14.0,20.0,18.178
19.0,14.0,21.0,1291.718
19.0,14.0,22.0,27.536
19.0,14.0,23.0,1342.434
19.0,15.0,9.0,229.792
19.0,15.0,10.0,462.493
19.0,15.0,11.0,56.062
19.0,15.0,12.0,65.626
19.0,15.0,13.0,69.903
19.0,15.0,14.0,47.841
19.0,15.0,15.0,18.895
19.0,15.0,16.0,16.006
19.0,15.0,17.0,14.355
19.0,15.0,18.0,19.552
19.0,15.0,19.0,14.08
19.0,15.0,20.0,18.275
19.0,15.0,21.0,1290.314
19.0,15.0,22.0,29.726
19.0,15.0,23.0,1333.086
19.0,16.0,9.0,210.963
19.0,16.0,10.0,464.595
19.0,16.0,11.0,61.302
19.0,16.0,12.0,52.173
19.0,16.0,13.0,68.876
19.0,16.0,14.0,43.512
19.0,16.0,15.0,16.16
19.0,16.0,16.0,17.588
19.0,16.0,17.0,18.132
19.0,16.0,18.0,14.983
19.0,16.0,19.0,16.739
19.0,16.0,20.0,16.748
19.0,16.0,21.0,1295.627
19.0,16.0,22.0,26.898
19.0,16.0,23.0,1327.762
19.0,17.0,9.0,218.496
19.0,17.0,10.0,460.679
19.0,17.0,11.0,62.709
19.0,17.0,12.0,64.867
19.0,17.0,13.0,69.917
19.0,17.0,14.0,48.027
19.0,17.0,15.0,16.166
19.0,17.0,16.0,15.529
19.0,17.0,17.0,15.762
19.0,17.0,18.0,29.135
19.0,17.0,19.0,13.723
19.0,17.0,20.0,21.061
19.0,17.0,21.0,1292.807
19.0,17.0,22.0,37.38
19.0,17.0,23.0,1359.371
19.0,18.0,9.0,1430.501
19.0,18.0,10.0,463.909
19.0,18.0,11.0,66.13
19.0,18.0,12.0,53.523
19.0,18.0,13.0,73.414
19.0,18.0,14.0,49.174
19.0,18.0,15.0,17.412
19.0,18.0,16.0,15.172
19.0,18.0,17.0,14.948
19.0,18.0,18.0,17.174
19.0,18.0,19.0,14.407
19.0,18.0,20.0,17.404
19.0,18.0,21.0,1287.265
19.0,18.0,22.0,22.365
19.0,18.0,23.0,1327.024
